funcid,dim,milestone,error
6,10,1,7.134697e+01
6,10,2,7.134697e+01
6,10,3,7.134697e+01
6,10,5,7.134697e+01
6,10,10,7.134697e+01
6,10,20,7.134697e+01
6,10,30,7.134697e+01
6,10,40,7.134697e+01
6,10,50,7.134697e+01
6,10,60,7.134697e+01
6,10,70,7.134697e+01
6,10,80,7.134697e+01
6,10,90,7.134697e+01
6,10,100,7.134697e+01
6,10,1,7.134697e+01
6,10,2,7.134697e+01
6,10,3,7.134697e+01
6,10,5,7.134697e+01
6,10,10,7.134697e+01
6,10,20,7.134697e+01
6,10,30,7.134697e+01
6,10,40,7.134697e+01
6,10,50,7.134697e+01
6,10,60,7.134697e+01
6,10,70,7.134697e+01
6,10,80,7.134697e+01
6,10,90,7.134697e+01
6,10,100,7.134697e+01
6,10,1,7.134697e+01
6,10,2,7.134697e+01
6,10,3,7.134697e+01
6,10,5,7.134697e+01
6,10,10,7.134697e+01
6,10,20,7.134697e+01
6,10,30,7.134697e+01
6,10,40,7.134697e+01
6,10,50,7.134697e+01
6,10,60,7.134697e+01
6,10,70,7.134697e+01
6,10,80,7.134697e+01
6,10,90,7.134697e+01
6,10,100,7.134697e+01
6,10,1,7.134697e+01
6,10,2,7.134697e+01
6,10,3,7.134697e+01
6,10,5,7.134697e+01
6,10,10,7.134697e+01
6,10,20,7.134697e+01
6,10,30,7.134697e+01
6,10,40,7.134697e+01
6,10,50,7.134697e+01
6,10,60,7.134697e+01
6,10,70,7.134697e+01
6,10,80,7.134697e+01
6,10,90,7.134697e+01
6,10,100,7.134697e+01
6,10,1,7.134697e+01
6,10,2,7.134697e+01
6,10,3,7.134697e+01
6,10,5,7.134697e+01
6,10,10,7.134697e+01
6,10,20,7.134697e+01
6,10,30,7.134697e+01
6,10,40,7.134697e+01
6,10,50,7.134697e+01
6,10,60,7.134697e+01
6,10,70,7.134697e+01
6,10,80,7.134697e+01
6,10,90,7.134697e+01
6,10,100,7.134697e+01
6,10,1,7.134697e+01
6,10,2,7.134697e+01
6,10,3,7.134697e+01
6,10,5,7.134697e+01
6,10,10,7.134697e+01
6,10,20,7.134697e+01
6,10,30,7.134697e+01
6,10,40,7.134697e+01
6,10,50,7.134697e+01
6,10,60,7.134697e+01
6,10,70,7.134697e+01
6,10,80,7.134697e+01
6,10,90,7.134697e+01
6,10,100,7.134697e+01
6,10,1,7.134697e+01
6,10,2,7.134697e+01
6,10,3,7.134697e+01
6,10,5,7.134697e+01
6,10,10,7.134697e+01
6,10,20,7.134697e+01
6,10,30,7.134697e+01
6,10,40,7.134697e+01
6,10,50,7.134697e+01
6,10,60,7.134697e+01
6,10,70,7.134697e+01
6,10,80,7.134697e+01
6,10,90,7.134697e+01
6,10,100,7.134697e+01
6,10,1,7.134697e+01
6,10,2,7.134697e+01
6,10,3,7.134697e+01
6,10,5,7.134697e+01
6,10,10,7.134697e+01
6,10,20,7.134697e+01
6,10,30,7.134697e+01
6,10,40,7.134697e+01
6,10,50,7.134697e+01
6,10,60,7.134697e+01
6,10,70,7.134697e+01
6,10,80,7.134697e+01
6,10,90,7.134697e+01
6,10,100,7.134697e+01
